match_id,t1,t2,t1_ban1,t1_ban2,t2_ban1,t2_ban2,t1_pick,t2_pick,remaining,winner,t1_mapwins,t2_mapwins,net_h2h,t1_past,t2_past,best_odds,worst_odds,date
235031,7969,11479,1,8,3,7,6,0,4,False,0,2,,3,9,0.1071428571428572,0.07407407407407418,2023-07-04
297768,14634,14636,2,1,6,8,0,5,9,True,2,0,,4,-3,0.6944444444444444,0.6666666666666666,2024-02-29
295208,4669,4572,2,8,5,6,9,1,0,False,0,2,-4,-4,-4,0.6062992125984252,0.5652173913043478,2024-02-11
307565,7035,2059,6,0,5,8,9,2,1,False,0,2,-4,-3,-3,0.5,0.4565217391304348,2024-02-26
300553,1471,1470,6,9,2,1,5,8,0,False,0,2,5,0,1,0.3939393939393939,0.3197278911564626,2024-02-18
220292,1120,14,8,1,0,6,3,4,7,False,1,2,,8,1,0.5192307692307693,0.4475138121546961,2023-06-11
170386,11275,11518,3,7,6,8,4,5,0,True,2,0,,5,2,0.7407407407407407,0.7407407407407407,2023-02-18
170403,10400,11276,7,5,3,8,6,4,0,True,2,0,2,6,-7,0.0,1.0,2023-02-26
322652,14688,15216,6,1,8,5,9,0,2,False,0,2,-1,-1,1,0.3902439024390244,0.3902439024390244,2024-03-28
317813,15120,6159,0,6,2,5,1,8,9,True,2,0,4,2,1,0.7246376811594204,0.684931506849315,2024-03-27
329327,15072,1124,2,0,5,9,1,6,8,False,1,2,2,2,7,0.4708994708994708,0.45945945945945954,2024-04-30
292518,4669,4686,1,4,6,2,0,8,9,False,0,2,-2,2,6,0.25373134328358216,0.19999999999999996,2023-12-21
299640,15117,10755,9,2,5,1,8,6,0,False,0,2,,5,-3,0.8389694041867954,0.7416020671834626,2024-03-12
284418,4050,1485,2,4,9,6,8,1,0,True,2,0,6,6,1,0.9523809523809523,0.9523809523809523,2023-11-06
314642,11058,2359,8,0,9,1,2,5,6,False,1,2,,2,1,0.16666666666666663,0.14529914529914523,2024-04-24
199043,11276,10400,3,6,0,5,4,8,7,False,1,2,-4,-5,8,0.0,1.0,2023-04-21
294033,8049,12474,8,9,2,6,0,1,4,True,2,1,2,3,2,0.4347826086956522,0.37037037037037035,2024-01-24
299822,4860,15016,2,0,5,8,9,1,6,False,0,2,,-5,4,0.8500749625187406,0.8,2024-02-28
170382,11276,4330,5,7,3,8,0,6,4,False,0,2,,-2,10,0.0,1.0,2023-02-16
167853,497,4050,6,3,8,7,0,4,5,True,2,0,1,2,3,0.5208333333333334,0.5208333333333334,2023-03-11
299632,15073,15074,1,0,8,5,9,6,2,False,0,2,,-6,0,0.4117647058823529,0.3006993006993006,2024-03-06
271701,6235,12474,6,7,3,0,4,8,1,False,0,2,,2,-3,0.36305732484076436,0.35897435897435903,2023-09-22
165590,2908,4669,7,8,6,3,0,4,5,False,1,2,-2,-8,-3,0.4011976047904191,0.4011976047904191,2023-03-01
314630,2355,7386,1,2,6,8,5,9,0,True,2,0,1,-6,2,0.5617977528089888,0.49504950495049505,2024-04-14
202344,2362,11896,3,0,1,8,6,7,4,False,1,2,1,-6,1,0.574468085106383,0.504950495049505,2023-05-09
237649,3531,12694,0,4,7,1,3,6,8,True,2,0,,7,4,0.6329113924050632,0.6024096385542169,2023-07-13
184046,2059,4915,7,5,4,6,8,3,0,False,0,2,-2,1,4,0.32432432432432434,0.28057553956834524,2023-04-28
193441,2988,2934,3,8,4,7,5,6,0,False,1,2,-3,6,5,0.4117647058823529,0.3421052631578947,2023-04-19
314646,188,2406,9,5,2,8,0,6,1,True,2,1,1,-1,-9,0.8928571428571428,0.8771929824561404,2024-04-28
209025,11348,11707,3,6,8,0,7,4,1,True,2,0,5,8,6,0.819672131147541,0.8064516129032259,2023-05-18
214821,1110,11309,8,3,4,6,7,1,0,True,2,0,4,-1,-3,0.8403361344537815,0.7874015748031495,2023-05-31
291466,5214,1470,2,8,9,1,0,4,6,True,2,0,,0,6,0.7936507936507936,0.6756756756756757,2023-12-14
209024,8182,11060,8,0,3,1,7,4,6,False,1,2,2,0,-3,0.6753246753246753,0.6428571428571428,2023-05-17
188356,4210,6665,6,5,4,0,3,8,7,True,2,0,7,10,2,0.9803921568627451,0.970873786407767,2023-04-07
170385,11276,5931,4,5,6,7,3,0,8,False,0,2,,-6,-2,0.0990990990990992,0.0990990990990992,2023-02-18
184370,10735,6946,5,4,3,6,7,0,8,True,2,0,-1,-3,0,0.42194092827004215,0.4166666666666667,2023-03-16
297049,4733,8904,1,0,5,2,8,6,9,True,2,1,-4,2,-2,0.684931506849315,0.6622516556291391,2024-02-11
297038,8904,8369,8,6,9,1,0,5,2,False,0,2,3,4,0,0.2753623188405796,0.2592592592592593,2024-02-04
342973,8826,9042,8,6,2,1,5,9,0,True,2,0,2,-1,-5,0.6666666666666666,0.6451612903225806,2024-05-07
179500,724,2362,5,6,3,8,0,7,4,False,0,2,-1,-3,2,0.05660377358490576,0.05660377358490576,2023-03-12
314634,2,7386,2,0,8,5,6,1,9,True,2,0,4,2,1,0.9615384615384615,0.9433962264150942,2024-04-20
318852,11348,14565,6,8,9,1,5,0,2,True,2,0,2,-3,-2,0.684931506849315,0.6329113924050632,2024-04-03
179505,724,4094,6,0,5,3,7,4,8,True,2,1,0,-5,1,0.38910505836575876,0.38910505836575876,2023-03-19
284658,6665,8304,9,8,0,2,6,1,4,True,2,0,,5,2,0.6097560975609756,0.5813953488372093,2023-11-26
184198,8049,5441,0,4,3,5,6,8,7,False,1,2,2,0,-3,0.4974874371859297,0.4974874371859297,2023-03-10
300476,11002,15077,1,8,2,9,5,0,6,True,2,0,,2,4,0.8,0.7692307692307692,2024-03-01
299833,15016,11275,2,5,0,8,9,6,1,False,0,2,4,1,1,0.5348837209302326,0.5260663507109005,2024-03-09
281028,2359,188,9,1,2,0,4,8,6,True,2,0,-2,4,3,0.6578947368421053,0.5464480874316939,2023-11-11
283131,466,14005,9,8,1,6,0,2,4,True,2,0,,3,0,0.0,1.0,2023-11-03
314543,4733,8484,0,1,2,8,5,9,6,True,2,0,4,1,-4,0.8264462809917356,0.7692307692307692,2024-03-15
294183,120,10725,1,2,9,5,8,0,6,False,0,2,,-4,8,0.54337899543379,0.5348837209302326,2024-01-13
179498,7269,11896,4,6,3,5,8,7,0,True,2,1,-1,-5,1,0.0,1.0,2023-03-11
302644,14565,11348,1,5,9,8,2,6,0,False,0,2,,7,1,0.3939393939393939,0.3464052287581699,2024-03-06
299649,15117,15072,2,1,5,0,6,9,8,False,1,2,,4,6,0.5652173913043478,0.5348837209302326,2024-03-20
189093,4572,4567,6,3,8,1,4,7,0,False,1,2,-7,1,2,0.17355371900826444,0.14529914529914523,2023-05-13
165573,5310,4686,6,0,7,3,5,4,8,False,1,2,-9,-1,6,0.803921568627451,0.803921568627451,2023-02-20
299655,1124,6946,8,5,2,9,1,6,0,False,1,2,1,7,-5,0.8080614203454894,0.7549019607843137,2024-04-03
232915,367,11195,1,7,0,6,4,3,8,False,0,2,,8,0,0.504950495049505,0.41860465116279066,2023-06-30
294030,14429,6235,0,2,9,4,6,8,1,True,2,0,,7,-9,0.47846889952153115,0.38167938931297707,2024-01-22
193574,6946,4958,3,7,6,0,4,8,1,True,2,1,-5,1,-1,0.49751243781094534,0.4291845493562232,2023-05-16
189085,4572,5310,6,7,5,8,4,3,0,False,0,2,1,3,-9,0.6153846153846154,0.5833333333333333,2023-04-30
167047,1124,9447,5,7,4,8,6,3,0,False,0,2,,2,3,0.36305732484076436,0.36305732484076436,2023-02-21
183794,5248,2406,5,8,6,7,3,0,4,False,1,2,,-3,1,0.2592592592592593,0.19999999999999996,2023-04-22
188125,3180,3108,8,7,3,5,4,0,6,False,0,2,,1,1,0.2063492063492064,0.2063492063492064,2023-03-30
275691,1033,13424,9,1,8,0,4,2,6,True,2,0,-2,0,-1,0.6451612903225806,0.6451612903225806,2023-10-04
303094,2593,8877,0,2,9,5,8,6,1,False,0,2,2,7,4,0.8412698412698413,0.8319327731092437,2024-02-29
201246,11060,8182,3,0,8,5,4,6,7,False,0,2,,-1,-2,0.5833333333333333,0.5594713656387665,2023-04-25
314650,2,2406,2,0,9,6,8,5,1,True,2,0,2,-1,-8,0.9090909090909091,0.8849557522123894,2024-05-03
300482,4094,15077,1,8,2,5,0,9,6,False,0,2,,-6,1,0.2753623188405796,0.25373134328358216,2024-03-13
283123,3136,3437,6,1,9,0,4,8,2,True,2,0,,3,2,0.8928571428571428,0.8928571428571428,2023-10-31
329329,10755,15021,5,2,9,8,0,6,1,False,0,2,2,5,1,0.6527777777777778,0.6428571428571428,2024-04-14
309135,14565,11060,6,2,1,9,5,8,0,True,2,1,2,4,4,0.5681818181818182,0.5,2024-03-13
183805,6961,2355,6,4,3,1,0,7,8,True,2,1,-1,6,-7,0.9615384615384615,0.9345794392523364,2023-05-01
300477,7269,724,1,8,0,5,2,6,9,False,0,2,4,-2,7,0.41520467836257313,0.3827160493827161,2024-03-01
167372,1184,120,3,7,0,8,6,4,5,False,1,2,-2,-5,9,0.12280701754385959,0.07407407407407418,2023-02-26
211912,8904,12254,6,3,4,8,0,7,1,True,2,0,3,10,4,0.9803921568627451,0.9615384615384615,2023-06-08
189079,4762,4686,7,6,3,4,5,8,0,False,0,2,-5,-4,3,0.09090909090909094,0.0825688073394496,2023-04-16
313827,283,11490,5,9,6,8,0,1,2,True,2,1,,1,-5,0.7633587786259541,0.6622516556291391,2024-03-09
276513,5214,11250,2,0,1,9,8,6,4,True,2,1,2,7,-4,0.8695652173913044,0.8547008547008548,2023-09-30
184491,6199,14,7,0,4,8,6,1,3,False,0,2,,-2,1,0.4871794871794871,0.38650306748466257,2023-05-07
297027,14608,14205,6,2,0,9,1,5,8,True,2,1,,2,-2,0.0,1.0,2024-01-27
183798,5248,6961,5,0,3,6,4,8,7,False,1,2,,-6,4,0.04761904761904767,0.029126213592232997,2023-04-24
295195,4669,6132,1,5,9,2,6,0,8,False,1,2,5,-2,-1,0.6336996336996337,0.5833333333333333,2024-01-27
184474,14,17,7,8,5,3,0,4,6,False,0,2,3,-3,1,0.3377483443708609,0.2957746478873239,2023-04-16
188124,10597,3179,3,6,0,8,4,7,5,True,2,0,1,11,-3,0.7936507936507936,0.7936507936507936,2023-03-30
271002,9868,8674,3,8,6,4,7,0,1,True,2,1,,-2,-4,0.6493506493506493,0.641025641025641,2023-09-11
188352,623,10408,5,6,3,4,0,7,8,True,2,0,-1,-4,5,0.49504950495049505,0.3952569169960475,2023-04-05
297416,2059,12694,5,8,1,0,6,2,9,True,2,1,2,2,3,0.8,0.7936507936507936,2024-02-25
295230,4686,5310,2,8,9,1,5,0,6,True,2,1,9,5,0,0.8547008547008548,0.8064516129032259,2024-03-11
299790,15052,14711,6,5,2,1,0,8,9,True,2,0,,-2,-5,0.6060606060606061,0.5780346820809249,2024-03-12
185905,1033,8904,6,7,4,8,3,0,5,False,1,2,-1,2,0,0.375,0.375,2023-04-09
276811,9284,6530,7,3,4,0,1,8,6,True,2,0,-7,2,-1,0.4347826086956522,0.4115226337448559,2023-10-06
193461,2988,6869,6,3,5,8,4,0,7,False,0,2,4,3,-9,0.8730964467005076,0.8644986449864498,2023-05-04
294054,14429,8049,8,2,9,5,6,0,1,False,0,2,,-2,8,0.19999999999999996,0.16666666666666663,2024-02-12
240405,9547,12129,4,1,8,0,7,6,3,False,1,2,3,7,2,0.7844827586206896,0.7844827586206896,2023-07-26
178625,10700,9507,8,5,3,0,6,7,4,False,0,2,-1,-2,-7,0.40828402366863903,0.40828402366863903,2023-03-09
165572,4567,4762,8,7,4,0,5,3,6,True,2,1,1,4,-9,0.0,1.0,2023-02-19
297859,8925,466,1,9,0,8,5,6,2,False,0,2,-6,9,4,0.0825688073394496,0.04761904761904767,2024-03-02
188585,10190,6882,8,7,1,0,3,6,4,True,2,1,-1,5,5,0.4484304932735426,0.4484304932735426,2023-05-15
270912,4050,8106,1,6,3,7,8,0,4,True,2,0,2,5,-3,0.8695652173913044,0.8333333333333334,2023-09-07
295607,1034,188,8,2,1,5,9,0,6,True,2,0,-5,-1,-4,0.819672131147541,0.7692307692307692,2024-02-23
314913,10725,15011,5,6,2,1,0,9,8,True,2,0,,3,3,0.8771929824561404,0.8403361344537815,2024-04-05
170396,11275,11238,3,6,8,7,4,5,0,True,2,0,,5,2,0.0,1.0,2023-02-23
184492,8185,278,6,1,4,8,0,3,7,True,2,0,1,8,-8,0.9900990099009901,0.9803921568627451,2023-05-08
297041,14819,8484,5,2,8,6,9,0,1,False,0,2,,-5,5,0.0,1.0,2024-02-07
297409,397,7035,9,2,6,0,1,8,5,False,0,2,1,3,-6,0.5594713656387665,0.5,2024-02-23
183786,1034,7386,6,3,0,4,5,7,8,False,1,2,,2,-2,0.7920997920997921,0.7429305912596401,2023-04-15
296790,6665,623,2,9,0,8,6,5,1,True,2,0,-3,2,-3,0.7246376811594204,0.7092198581560284,2024-01-27
196143,11001,106,5,7,6,8,3,4,0,True,2,1,2,8,1,0.7874015748031495,0.7299270072992701,2023-04-28
167814,2814,466,0,7,6,4,8,3,5,True,2,1,-10,3,8,0.35211267605633806,0.35211267605633806,2023-02-26
314320,6199,624,1,6,2,0,5,9,8,True,2,0,-2,-1,1,0.4273504273504274,0.2808988764044944,2024-04-21
238291,8240,12767,3,4,0,8,7,1,6,True,2,0,7,9,7,0.8695652173913044,0.8333333333333334,2023-07-29
185979,6675,10725,5,0,3,8,4,7,6,True,2,1,,6,3,0.7575757575757576,0.7246376811594204,2023-03-24
312802,8877,624,9,2,5,8,6,1,0,False,1,2,,6,1,0.4949494949494949,0.45945945945945954,2024-03-18
314635,188,6961,2,0,8,9,1,5,6,True,2,1,-1,-1,-1,0.4,0.3597122302158274,2024-04-20
318931,2059,12694,0,6,1,8,5,9,2,False,0,2,3,0,-5,0.7584541062801933,0.7142857142857143,2024-04-24
296739,5448,918,2,8,5,0,6,1,9,True,2,0,3,2,-4,0.7407407407407407,0.7092198581560284,2024-02-21
302634,12446,14565,2,5,1,8,9,0,6,False,1,2,,0,5,0.3788819875776398,0.3464052287581699,2024-02-29
167055,581,4894,6,5,8,0,7,3,4,False,0,2,-3,-3,-2,0.23076923076923084,0.23076923076923084,2023-03-09
295199,9077,4669,1,8,5,2,0,9,6,False,0,2,-5,1,-5,0.576271186440678,0.5708154506437768,2024-01-29
309143,8086,14565,2,1,5,6,9,8,0,True,2,1,,-4,0,0.32573289902280134,0.2617801047120419,2024-03-20
295202,6132,13558,9,1,0,8,6,5,2,False,1,2,,-3,2,0.4011976047904191,0.3939393939393939,2024-02-04
299584,104,11490,5,9,2,6,0,1,8,True,2,1,,4,1,0.8403361344537815,0.8403361344537815,2024-02-16
184519,8185,624,4,8,6,0,3,1,7,False,0,2,7,4,9,0.646643109540636,0.6428571428571428,2023-05-22
289449,1184,4733,2,6,1,0,4,9,8,True,2,0,,2,1,0.9900990099009901,0.9803921568627451,2023-12-15
188568,9436,12478,8,5,3,4,0,7,6,False,1,2,,-2,-2,0.596774193548387,0.3827160493827161,2023-04-10
318935,8877,7035,0,2,6,8,5,9,1,True,2,1,3,1,-10,0.8928571428571428,0.8474576271186441,2024-04-26
214827,1110,8925,4,3,6,7,1,0,8,True,2,0,-4,-5,2,0.5464480874316939,0.5464480874316939,2023-06-01
166058,7403,377,3,0,4,6,8,7,5,False,0,2,-5,-4,-1,0.3939393939393939,0.3939393939393939,2023-02-28
314322,17,5448,2,5,9,1,8,0,6,True,2,0,-1,1,-3,0.9259259259259258,0.8849557522123894,2024-04-22
216227,4762,4572,6,8,7,3,4,1,0,False,1,2,-5,6,-2,0.5305164319248826,0.5,2023-06-01
286738,8925,1110,4,8,2,6,9,1,0,True,2,1,2,2,5,0.4608294930875576,0.4608294930875576,2023-11-19
326550,7055,15274,2,6,9,5,1,8,0,True,2,0,4,10,5,0.9900990099009901,0.9900990099009901,2024-04-25
170968,3945,8099,8,0,6,7,3,4,5,True,2,1,2,2,-4,0.9090909090909091,0.9090909090909091,2023-02-16
314897,6985,15011,8,9,5,0,2,6,1,False,1,2,,9,0,0.46524064171123003,0.40828402366863903,2024-03-20
179415,367,361,8,6,5,0,4,7,3,True,2,0,2,8,-7,0.9615384615384615,0.9615384615384615,2023-03-14
184490,878,918,4,0,6,8,7,3,1,True,2,0,1,0,0,0.4566210045662101,0.3676470588235294,2023-05-07
173218,4915,2304,3,0,4,6,8,5,7,True,2,1,-1,1,0,0.8474576271186441,0.7936507936507936,2023-03-29
299762,15065,15176,2,8,0,5,6,1,9,True,2,0,,-1,0,0.31446540880503143,0.2631578947368421,2024-02-27
337407,188,11058,9,5,2,8,0,6,1,False,0,2,,3,-1,0.5815899581589958,0.5215311004784688,2024-05-08
296983,7932,7403,1,5,9,2,0,6,8,True,2,0,,0,3,0.625,0.6134969325153374,2024-02-03
181488,5931,11275,3,6,5,7,4,0,8,True,2,0,-1,2,3,0.0,1.0,2023-03-11
209403,6368,6530,1,7,3,8,4,0,6,True,2,1,-1,8,10,0.30864197530864196,0.23923444976076558,2023-05-16
285175,4733,13374,8,9,1,4,0,2,6,True,2,0,,2,-2,0.0,1.0,2023-11-09
189100,5310,6132,6,0,1,3,8,7,4,True,2,0,3,-6,-3,0.5291005291005292,0.4672897196261682,2023-05-21
209350,1470,1471,1,3,4,7,0,8,6,True,2,1,-1,3,5,0.5050505050505051,0.5050505050505051,2023-05-13
294040,876,8049,8,1,2,0,4,9,6,False,0,2,1,-6,2,0.17355371900826444,0.15966386554621848,2024-01-30
167350,17,6961,4,6,5,0,7,3,8,False,0,2,,-7,10,0.13793103448275856,0.11504424778761058,2023-02-15
299360,8826,8044,2,6,0,8,1,5,9,False,0,2,-7,-5,3,0.2063492063492064,0.1071428571428572,2024-02-27
